umls_cui_from_meddra	side_effect_name
C0852995	Injection site pruritus
C0151735	Injection site reaction
C1142080	Injection site stinging
C0151605	Injection site swelling
C0863083	Injection site tenderness
C0521501	Injection site thrombosis
C0521507	Injection site ulcer
C0392196	Injection site urticaria
C0854431	Injection site vesicles
C0858934	Injection site warmth
C3263723	Injury
C0948352	Injury asphyxiation
C2747853	Injury associated with device
C0494559	Inner ear disorder
C1168225	Inner ear infection
C0021564	Insect bite NOS
C0917801	Insomnia
C0021605	Insomnia NEC
C0852928	Insomnia exacerbated
C0542051	Instability vasomotor
C1096668	Instillation site irritation
C0858797	Instillation site pain
C0861020	Insulin C-peptide decreased
C0861021	Insulin C-peptide increased
C0854359	Insulin autoimmune syndrome
C0021655	Insulin resistance
C0021670	Insulinoma
C1696685	Intentional drug misuse
C0151737	Intentional injury
C1142159	Intentional misuse
C0853089	Intentional self-injury
C0021775	Intermittent claudication
C0021776	Intermittent explosive disorder
C0277799	Intermittent fever
C1168188	Intermittent headache
C0580417	International normalised ratio abnormal
C0853226	International normalised ratio decreased
C0853225	International normalised ratio increased
C0206062	Interstitial lung disease
C0206061	Interstitial pneumonia
C0021807	Intertrigo
C0014718	Intertrigo candida
C0158266	Intervertebral disc degeneration
C0158252	Intervertebral disc disorder
C0242362	Intervertebral disc protrusion
C0012624	Intervertebral discitis
C0877617	Intestinal cramps
C1608953	Intestinal diaphragm disease
C0016807	Intestinal functional disorder
C0267373	Intestinal haemorrhage
C0948389	Intestinal hypomotility
C0241950	Intestinal infarction
C2004435	Intestinal ischaemia
C1142163	Intestinal mass
C2243080	Intestinal necrosis
C0021843	Intestinal obstruction
C0021845	Intestinal perforation
C0021847	Intestinal pseudo-obstruction
C0267465	Intestinal stenosis
C1142178	Intestinal stoma complication
C0151971	Intestinal ulcer
C0728899	Intoxication
C0473120	Intra-abdominal haematoma
C0236178	Intra-abdominal haemorrhage
C0876998	Intracardiac thrombus
C0007766	Intracranial aneurysm
C0151740	Intracranial pressure increased
C0338573	Intracranial venous sinus thrombosis
C0030200	Intractable pain
C1868790	Intranasal hypoaesthesia
C0234708	Intraocular pressure increased
C1688637	Intraoperative floppy iris syndrome
C0079027	Intraoperative hemorrhage
C3665900	Intraspinal bleeding
C0334660	Intravascular large B-cell lymphoma
C0240059	Intraventricular haemorrhage
C0021933	Intussusception
C0238201	Iodism
C0022073	Iridocyclitis
C0154933	Iris adhesions
C0022078	Iris disorder
C0877306	Iris hyperpigmentation
C0022081	Iritis
C1283048	Iron binding capacity total
C0240066	Iron deficiency
C0162316	Iron deficiency anaemia
C0282193	Iron overload
C0860433	Irreversible renal failure
C0022107	Irritability
C0022104	Irritable bowel syndrome
C0877508	Irritation gum
C0022116	Ischaemia
C0349782	Ischaemic cardiomyopathy
C1262005	Ischaemic cerebral infarction
C0473117	Ischaemic hepatitis
C0238309	Ischaemic neuropathy
C0948008	Ischaemic stroke
C0549346	Ischial neuralgia
C0858708	Itch burning
C0240941	Itchy scalp
C0259756	Jarisch-Herxheimer reaction
C0022346	Jaundice
C0022354	Jaundice cholestatic
C1262535	Jaundice hepatocellular
C0022353	Jaundice neonatal
C0022362	Jaw disorder
C0549250	Jaw stiffness
C0427085	Jerky movement NOS
C0580181	Jessner's lymphocytic infiltration
C0009918	Joint contracture
C0231592	Joint crepitation
C0012691	Joint dislocation
C1253936	Joint effusion
C0231451	Joint hyperextension
C0409497	Joint injury
C0022410	Joint instability
C0547000	Joint lock
C0877027	Joint range of motion decreased
C0434437	Joint sprain
C0162298	Joint stiffness
C0152031	Joint swelling
C0233818	Judgement impaired
C0745499	Junctional bradycardia
C0039235	Junctional tachycardia
C3495559	Juvenile idiopathic arthritis
C0036220	Kaposi's sarcoma
C0022504	Kaposi's varicelliform eruption
C0022541	Kearns-Sayre syndrome
C0423285	Keratic precipitates
C0022568	Keratitis
C2930821	Keratitis sicca
C0022572	Keratoacanthoma
C0022573	Keratoconjunctivitis
C0022575	Keratoconjunctivitis sicca
C0022578	Keratoconus
C0235270	Keratopathy
C0022593	Keratosis
C0263383	Keratosis pilaris
C0220982	Ketoacidosis
C0259972	Ketogenic diet
C0235430	Ketonemia
C0162275	Ketonuria
C0022638	Ketosis
C0151650	Kidney fibrosis
C0151746	Kidney function abnormal
C0021313	Kidney infection
C0745528	Klebsiella sepsis
C0022735	Klinefelter's syndrome
C0576091	Knee deformity
C0231749	Knee pain
C0272891	Knee sprain
C0263367	Koebner phenomenon
C0268671	Korsakoff's psychosis (non-alcoholic)
C2609176	Kounis syndrome
C0022821	Kyphosis
C0428895	Labile blood pressure
C3665418	Labile hypertension
C0438215	Laboratory test abnormal
C0553668	Labored breathing
C0022890	Labyrinthine disorder
C0022893	Labyrinthitis
C0043246	Laceration
C0151810	Lack of drug effect
C0855217	Lack of spontaneous speech
C0022904	Lacrimal disorder
C0022906	Lacrimal duct obstruction
C0235228	Lacrimal gland disorder
C3495920	Lacrimal structural disorder
C0423153	Lacrimation
C0235901	Lacrimation abnormal NOS
C0235857	Lacrimation decreased
C0152227	Lacrimation increased
C0302813	Lactase deficiency
C0860752	Lactate increased
C0151752	Lactation female
C0001125	Lactic acidosis
C1142358	Lactic acidosis syndrome
C0151754	Lactic dehydrogenase activity increased
C0022951	Lactose intolerance
C0333559	Lacunar infarction
C0019621	Langerhans' cell histiocytosis
C0948425	Large intestinal haemorrhage
C0460048	Large intestinal obstruction
C0151738	Large intestine perforation
C0949059	Large intestine polyp
C0007107	Laryngeal cancer
C0023051	Laryngeal disorder
C1697747	Laryngeal haemorrhage
C0023055	Laryngeal neoplasm
C0023052	Laryngeal oedema
C0549373	Laryngeal pain
C0023067	Laryngitis
C0023070	Laryngopharyngitis
C0023066	Laryngospasm
C0235551	Laryngotracheal oedema
C0086525	Lassitude
C0948266	Latent tetany
C1609538	Latent tuberculosis
C0577628	Latex allergy
C0751265	Learning disability
C0023186	Learning disorder
C0242698	Left ventricular dysfunction
C1096403	Left ventricular ejection fraction decreased
C0023212	Left ventricular failure
C0149721	Left ventricular hypertrophy
C0235886	Leg edema
C0023222	Leg pain
C0023223	Leg ulcer
C1510497	Lenticular opacities
C0023370	Leriche syndrome
C0023380	Lethargy
C0023418	Leukaemia
C0948976	Leukaemia cutis
C0023501	Leukaemoid reaction
C0856053	Leukemia secondary
C2973529	Leukocytoclastic vasculitis
C0023518	Leukocytosis
C0162835	Leukoderma
C0270612	Leukoencephalopathy
C0240182	Leukonychia
C0023530	Leukopenia
C0023531	Leukoplakia
C0023532	Leukoplakia oral
C0023533	Leukorrhea
C0282548	Leukostasis
C0576702	Lhermitte's sign
C0011124	Libido decreased
C0854382	Libido disorder
C0021177	Libido increased
C0023646	Lichen planus
C1274594	Lichenoid keratosis
C3495827	Lid sulcus deepened
C0435001	Ligament injury
C0435002	Ligament sprain
C0475746	Light anaesthesia
C0220870	Lightheadedness
C0239337	Limb deformity
C0854303	Limb discomfort
C0743668	Limb injury
C0206762	Limb malformation
C0587246	Limb paresis
C0265547	Limb reduction defect
C0406650	Linear IgA disease
C0858751	Lip blister
C0859371	Lip burning sensation of
C0555724	Lip dry
C0849835	Lip haemorrhage
C0541923	Lip oedema
C0267028	Lip pain
C0240211	Lip swelling
C0267033	Lip ulceration
C1096303	Lipase abnormal
C0549475	Lipase increased
C0154251	Lipid metabolism disorder
C0023794	Lipidosis
C0549634	Lipids abnormal
C0851043	Lipids increased
C1280433	Lipoatrophy
C0023787	Lipodystrophy
C0877192	Lipodystrophy acquired
C0398370	Lipoedema
C1262113	Lipohypertrophy
C0027721	Lipoid nephrosis
C0023798	Lipoma
C0023801	Lipomatosis
C0023860	Listeriosis
C0568180	Lithium poisoning
C0238242	Lithium toxicity
C0085642	Livedo reticularis
C0023885	Liver abscess
C0023895	Liver disorder
C0015695	Liver fatty
C0151765	Liver fatty deposition
C0151766	Liver function test abnormal
C0438235	Liver function test normal
C0160390	Liver injury
C0745761	Liver nodule
C0151767	Liver tenderness
C0332579	Lividity
C0032300	Lobar pneumonia
C0853813	Local reaction
C0853619	Local swelling
C0542075	Local throat irritation
C0016397	Localised infection
C1868693	Localised intraabdominal fluid collection
C0235018	Localised numbness
C0013609	Localised oedema
C0549452	Localised skin reaction
C0849913	Localized erythema
C0520893	Localized exfoliation
C0409962	Localized osteoarthritis
C0497364	Localized rash
C0343495	Lockjaw
C0242459	Loeffler's syndrome
C3248383	Logorrhoea
C0235632	Loin pain
C0023976	Long QT syndrome
C1141890	Long QT syndrome congenital
C0701810	Long-term memory loss
C2129214	Loose stools
C0549257	Loss of confidence
C0041657	Loss of consciousness
C0522042	Loss of control of legs
C2981158	Loss of libido
C1112616	Loss of proprioception
C0860453	Loss of skin markings
C0024031	Low back pain
C1963897	Low birth weight baby
C0549399	Low density lipoprotein increased
C0728725	Low pH
C0239234	Low set ears
C0024050	Lower gastrointestinal haemorrhage
C1542178	Lower limb fracture
C0149725	Lower respiratory tract infection
C0574785	Lower urinary tract symptoms
C0549374	Lumbar disc lesion
C0270697	Lumbar puncture headache
C1263855	Lumbar radiculopathy
C0854985	Lung adenocarcinoma stage I
C0153676	Lung cancer metastatic
C0024115	Lung disorder
C0240035	Lung fibrosis interstitial
C0876973	Lung infection
C0235896	Lung infiltration
C0024121	Lung neoplasm
C0242379	Lung neoplasm malignant
C0034079	Lung nodule
C0409974	Lupus erythematosus
C0919715	Lupus-like syndrome
C0024198	Lyme disease
C0272396	Lymph node abscess
C0578050	Lymph node pain
C0240273	Lymph node tenderness
C0024205	Lymphadenitis
C0497156	Lymphadenopathy
C0578735	Lymphadenopathy axillary
C0235592	Lymphadenopathy cervical
C0578736	Lymphadenopathy inguinal
C0751674	Lymphangioleiomyomatosis
C0024225	Lymphangitis
C0024228	Lymphatic disorder
C0024248	Lymphocele
C0427546	Lymphocyte abnormal
C0580550	Lymphocyte count abnormal
C0853986	Lymphocyte count decreased
C0853698	Lymphocyte count increased
C1141863	Lymphocyte transformation test positive
C0400822	Lymphocytic colitis
C1262091	Lymphocytic infiltration
C0023448	Lymphocytic leukaemia
C0311220	Lymphocytoma cutis
C0024282	Lymphocytosis
C0024236	Lymphoedema
C0024299	Lymphoma
C1276146	Lymphoma cutis
C0024312	Lymphopenia
C0024314	Lymphoproliferative disorder
C0333258	Lymphorrhoea
C0024437	Macular degeneration
C0694575	Macular fibrosis
C0024441	Macular hole
C0271051	Macular oedema
C3160840	Macular pigmentation
C0332573	Macule
C0730362	Maculopathy
C0271321	Madarosis
C3160769	Major bleed
C1269683	Major depression
C0024523	Malabsorption
C0231218	Malaise
C0024528	Malaise and fatigue
C0024530	Malaria
C0033949	Male orgasmic disorder
C1112443	Male sexual dysfunction
C0019623	Malignant histiocytosis
C0020540	Malignant hypertension
C0025202	Malignant melanoma
C0334492	Malignant mesenchymoma
C0346647	Malignant neoplasm of pancreas
C0153618	Malignant neoplasm of renal pelvis
C0948048	Malignant neoplasm progression
C0235770	Malignant ovarian cyst
C1698088	Malignant solid tumour
C0948281	Malignant syndrome NOS
C0162429	Malnutrition
C0262365	Mammogram abnormal
C0338831	Mania
C0151772	Manic psychosis
C0334634	Mantle cell lymphoma
C0948353	Markedly reduced dietary intake
C0005959	Marrow hyperplasia
C0424448	Masked facies
C0577559	Mass
C0854372	Mastication disorder
C0024894	Mastitis
C0235667	Mastitis acute female
C0024899	Mastocytosis
C0024904	Mastoiditis
C0428886	Mean arterial pressure
C0520854	Mean arterial pressure decreased
C0855791	Mean cell volume increased
C1096368	Mean platelet volume decreased
C0025007	Measles
C0854402	Mechanical complication of implant
C0025061	Mediastinal disorder
C0025063	Mediastinum neoplasm
C1112353	Medical device complication
C1096701	Medical device discomfort
C2349423	Medication overuse headache
C1096282	Medication residue
C3665818	Medication residue present
C0025160	Megacolon
C0025162	Megacolon toxic
C0549398	Meibomianitis
C0025222	Melaena
C0025193	Melancholia
C0027962	Melanocytic naevus
C0221436	Melanoderma
C0151779	Melanoma skin
C1142305	Melanonychia
C0025209	Melanosis
C0233794	Memory impairment
C0751295	Memory loss
C0025274	Menarche
C0085740	Mendelson's syndrome
C0025281	Meniere's disease
C0025286	Meningioma
C0281784	Meningioma benign
C0025287	Meningism
C0025289	Meningitis
C0025290	Meningitis aseptic
C0085437	Meningitis bacterial
C0393444	Meningitis chemical
C0085436	Meningitis cryptococcal
C0025297	Meningitis viral
C0025309	Meningoencephalitis
C0019385	Meningoencephalitis herpetic
C0025312	Meningomyelocele
C0232943	Menometrorrhagia
C0025319	Menopausal disorder
C0236075	Menopausal symptoms
C0025320	Menopause
C0025323	Menorrhagia
C0232933	Menstrual cycle abnormal
C0919662	Menstrual cycle prolonged
C0025345	Menstrual disorder
C0240322	Menstruation delayed
C0156404	Menstruation irregular
C0858950	Mental aberration
C0917816	Mental deficiency
C1306341	Mental disability
C0004936	Mental disorder
C0853895	Mental disorder due to a general medical condition
C0025362	Mental retardation
C0278061	Mental state abnormal
C0856054	Mental status changes
C0267410	Mesenteric artery thrombosis
C0920157	Mesenteric ischemia
C0151815	Mesenteric occlusion
C1412000	Mesenteric vascular insufficiency
C0025500	Mesothelioma
C0220981	Metabolic acidosis
C0220983	Metabolic alkalosis
C0025517	Metabolic disorder
C0006112	Metabolic encephalopathy
C0524620	Metabolic syndrome
C0265294	Metaphyseal dysplasia
C0025568	Metaplasia
C0686377	Metastases to central nervous system
C0494165	Metastases to liver
C0346989	Metastases to peritoneum
C0027627	Metastasis
C1384494	Metastatic carcinoma
C2939420	Metastatic disease
C0860594	Metastatic malignant melanoma
C0278883	Metastatic melanoma
C2939419	Metastatic neoplasm
C0857144	Metastatic pain
C0278678	Metastatic renal cell carcinoma
C0025637	Methaemoglobinaemia
C0343401	Methicillin-resistant Staphylococcus aureus infection
C0025874	Metrorrhagia
C0240291	Mg reduced
C0240292	Mg++ increased
C0730345	Microalbuminuria
C0221021	Microangiopathic haemolytic anaemia
C0025958	Microcephaly
C0302870	Microcytic
C0085576	Microcytic anaemia
C0221265	Microcytosis
C0859253	Microhemorrhage
C0239937	Microscopic hematuria
C0015934	Microsomia
C0423736	Micturition burning
C0042035	Micturition disorder
C0085606	Micturition urgency
C0029883	Middle ear effusion
C0393761	Middle insomnia
C0149931	Migraine
C0235890	Migraine aggravated
C0338480	Migraine without aura
C0859229	Migration of implant
C0345996	Milia
C0026113	Miliaria
C0162423	Miliaria rubra
C1955743	Mineralocorticoid deficiency
C3160770	Minor bleed
C0026205	Miosis
C1096176	Mitochondrial toxicity
C0026265	Mitral valve disease
C0026266	Mitral valve incompetence
C0026272	Mixed connective tissue disease
C0859032	Moaning
C0700572	Mobility decreased
C0026393	Molluscum contagiosum
C0158026	Monarthritis
C0497471	Moniliasis genital female
C1136085	Monoclonal gammopathy
C0549536	Monocyte count decreased
C0553698	Monocyte count increased
C0085702	Monocytosis
C0344431	Monomorphic ventricular tachycardia
C0235880	Mononeuritis
C0494491	Mononeuropathy
C0270795	Monoparesis
C0085622	Monoplegia
C2939186	Mood alteration NOS
C0085633	Mood swings
C0860646	Morbid dreams
C0555358	Morbid thoughts
C1527383	Morphoea
C0417744	Mosquito bite
C0026603	Motion sickness
C0234131	Motor dysfunction
C0700075	Motor restlessness
C0751900	Motor tic
C0029163	Mouth haemorrhage
C0272426	Mouth injury
C0235339	Mouth irritation
C0149745	Mouth ulceration
C0026650	Movement disorder
C0427086	Movements involuntary
C0006848	Mucocutaneous candidiasis
C0026718	Mucormycosis
C2242595	Mucosal atrophy
C2748540	Mucosal bleeding
C1096311	Mucosal discolouration
C0854113	Mucosal dryness
C0546343	Mucosal erosion
C0854375	Mucosal haemorrhage
C0333355	Mucosal inflammation
C1963822	Mucosal pigmentation
C0236003	Mucosal swelling
C0236053	Mucosal ulceration
C0151785	Mucous membrane disorder
C0241254	Mucous stools
C0026766	Multi-organ failure
C0221158	Multifocal atrial tachycardia
C0393847	Multifocal motor neuropathy
C0344432	Multifocal ventricular tachycardia
C0026751	Multiparous
C0740281	Multiple allergies
C0000772	Multiple congenital abnormalities
C0016655	Multiple fractures
C0032989	Multiple pregnancy
C0026769	Multiple sclerosis
C0856120	Multiple sclerosis relapse
C0026846	Muscle atrophy
C0235086	Muscle contractions involuntary
C0009917	Muscle contracture
C0410158	Muscle damage
C1141893	Muscle enzyme increased
C0242979	Muscle fatigue
C0877009	Muscle fibrosis
C0151702	Muscle haemorrhage
C0410256	Muscle injury
C0240417	Muscle mass
C0221722	Muscle movement involuntary
C0235957	Muscle necrosis
C1142135	Muscle relaxant therapy
C0026836	Muscle relaxation
C0026837	Muscle rigidity
C0149732	Muscle rupture
C0037763	Muscle spasms
C0026838	Muscle spasticity
C0221170	Muscle stiffness
C0080194	Muscle strain
C0281913	Muscle swelling
C0877322	Muscle tightness
C0851647	Muscle tone disorder
C0026825	Muscle tone flaccid
C0231530	Muscle twitching
C0231527	Muscular incoordination
C0685707	Muscular ventricular septal defect
C0151786	Muscular weakness
C0476280	Musculoskeletal chest pain
C0281914	Musculoskeletal deformity
C0948594	Musculoskeletal discomfort
C0026857	Musculoskeletal disorder
C0026858	Musculoskeletal pain
C0948525	Musculoskeletal stiffness
C0026884	Mutism
C0231528	Myalgia
C0947912	Myasthenia
C0026896	Myasthenia gravis
C0235905	Myasthenia gravis-like syndrome
C0549225	Myasthenic syndrome
C0026918	Mycobacterial infection
C0026916	Mycobacterium avium complex infection
C1328428	Mycobacterium test
C0026948	Mycosis fungoides
C0026961	Mydriasis
C0026975	Myelitis
C0026976	Myelitis transverse
C0026985	Myelodysplasia
C0026986	Myelodysplastic syndrome
C1963864	Myelodysplastic syndrome transformation
C0026987	Myelofibrosis
C0023470	Myeloid leukaemia
C0027013	Myeloid metaplasia
C0027022	Myeloproliferative disorder
C0854467	Myelosuppression
C0340515	Myocardial depression
C3241958	Myocardial disorder
C0877077	Myocardial haemorrhage
C3495916	Myocardial hypertrophy
C0027051	Myocardial infarction
C0151744	Myocardial ischaemia
C1442837	Myocardial necrosis
C0948369	Myocardial reinfarction
C0018813	Myocardial rupture
C0027059	Myocarditis
C0014550	Myoclonic epilepsy
C0027066	Myoclonus
C0027073	Myofascial pain syndrome
C0853875	Myoglobin urine present
C1142397	Myoglobinaemia
C0027080	Myoglobinuria
C0026848	Myopathy
C0154769	Myopathy toxic
C0854532	Myopericarditis
C0027092	Myopia
C0858775	Myopia transient
C0027121	Myositis
C0027125	Myotonia
C0027134	Myringitis
C0027145	Myxoedema
C0268543	N-acetylglutamate synthase deficiency
C0028173	NPN increased
C0853087	Nail abnormality NOS
C0521476	Nail bed infection
C0877183	Nail bed tenderness
C0234909	Nail changes
C0221345	Nail discolouration
C0549229	Nail discomfort
C0027339	Nail disorder
C0221260	Nail dystrophy
C0263536	Nail hypertrophy
C0343026	Nail infection
C0263530	Nail longitudinal striations
C1142520	Nail pigmentation
C0423820	Nail ridging
C0423823	Nail thinning
C1167686	Nail toxicity
C0027404	Narcolepsy
C0542101	Nasal burning
C0027424	Nasal congestion
C0858259	Nasal discomfort
C0028432	Nasal disorder
C0231919	Nasal dryness
C2718128	Nasal inflammation
C0240557	Nasal irritation
C0850060	Nasal itching
C0919894	Nasal mucosal disorder
C0863111	Nasal mucus blood tinged
C0027429	Nasal obstruction
C0475765	Nasal oedema
C0240564	Nasal pain
C0853254	Nasal passage irritation
C0027430	Nasal polyps
C0549397	Nasal septum deviation
C0151790	Nasal septum disorder
C0235761	Nasal septum perforation
C0264268	Nasal septum ulceration
C0240449	Nasal sinus drainage
C0549293	Nasal soreness
C0264267	Nasal ulcer
C0153392	Nasopharyngeal cancer
C2931822	Nasopharyngeal carcinoma
C0027438	Nasopharyngeal disorder
C0027441	Nasopharyngitis
C0027497	Nausea
C0549280	Nausea aggravated
C0520904	Nausea postoperative
C0027531	Neck injury
C0240464	Neck oedema of
C0007859	Neck pain
C0151315	Neck stiffness
C0578454	Neck swelling
C0549343	Neck tightness
C0151626	Necrolysis epidermal
C0027540	Necrosis
C0027543	Necrosis ischaemic
C0948692	Necrotising colitis
C1442826	Necrotising enterocolitis neonatal
C0238124	Necrotising fasciitis
C0520459	Necrotizing enterocolitis
C0854679	Needle injury
C0027562	Negativism
C0851883	Neisseria infection
C0236101	Neonatal and infancy disorder
C0021290	Neonatal disorder
C0854706	Neonatal infection
C1112613	Neonatal tachypnoea
C0027651	Neoplasm
C0006826	Neoplasm malignant
C0236022	Neoplasm malignant aggravated
C0033578	Neoplasm prostate
C0521158	Neoplasm recurrence
C0037286	Neoplasm skin
C0268732	Nephritic syndrome
C0027697	Nephritis
C0027707	Nephritis interstitial
C0027709	Nephrocalcinosis
C0162283	Nephrogenic diabetes insipidus
C1619692	Nephrogenic systemic fibrosis
C0392525	Nephrolithiasis
C0022658	Nephropathy
C0595916	Nephropathy toxic
C0027719	Nephrosclerosis
C0027720	Nephrosis
C0022672	Nephrosis lower nephron
C0027726	Nephrotic syndrome
C0599918	Nephrotoxicity
C0273482	Nerve compression
C0853150	Nerve conduction studies abnormal
C0161479	Nerve injury
C0262576	Nerve paralysis
C0235919	Nerve root lesion
C0027765	Nervous system disorder
C0235168	Nervous tremulousness
C0027769	Nervousness
C0265962	Netherton's syndrome
C1536459	Nettle rash
C0155550	Neural hearing loss
C0027794	Neural tube defect
C0027796	Neuralgia
C0027813	Neuritis
C0085582	Neuritis retrobulbar
C0027822	Neurodermatitis
C0206093	Neuroectodermal neoplasm
C0027830	Neurofibroma
C0162678	Neurofibromatosis
C0005697	Neurogenic bladder
C0027849	Neuroleptic malignant syndrome
C0235030	Neurologic reaction
C1112537	Neurological examination abnormal
C0521654	Neurological impairment
C0235031	Neurological symptom
C0027858	Neuroma
C0520758	Neuromuscular block prolonged
C1262106	Neuromuscular toxicity
C0027868	Neuromyopathy
C0003892	Neuropathic arthropathy
C0442874	Neuropathy
C0031117	Neuropathy peripheral
C0027932	Neurosis
C0235032	Neurotoxicity
C0151478	Neurotransmitter level altered
C0027947	Neutropenia
C0549294	Neutropenia aggravated
C0400823	Neutropenic colitis
C0343387	Neutropenic enterocolitis
C1167779	Neutropenic infection
C0877153	Neutropenic sepsis
C0853697	Neutrophil count decreased
C0151683	Neutrophil count increased
C0948333	Neutrophil percentage increased
C3665444	Neutrophilia
C1142272	Neutrophilic dermatosis
C0027960	Nevus
C0028043	Nicotine dependence
C0238311	Nicotine poisoning
C0030783	Nicotinic acid deficiency
C0549428	Nicotinic effects
C0028077	Night blindness
C0262578	Night cramps
C0028081	Night sweats
C0028084	Nightmare
C0405479	Nipple disorder
C0240515	Nipple pain
C0240520	Nipple swelling
C0240521	Nipple tenderness
C0854100	Nitrogen balance negative
C0028242	Nocardiosis
C0028734	Nocturia
C0857386	Nocturnal confusion
C0344357	Nocturnal dyspnoea
C0233931	Nocturnal emission
C0270327	Nocturnal enuresis
C0264893	Nodal arrhythmia
C0857153	Nodal block
C0232208	Nodal rhythm
C0428982	Nodal tachycardia
C0020510	Nodular regenerative hyperplasia
C0028259	Nodule
C0024305	Non-Hodgkin's lymphoma
C0860155	Non-Q wave MI
C0852878	Non-accidental injury
C0476281	Non-cardiac chest pain
C3241936	Non-cardiogenic pulmonary oedema
C0007131	Non-small cell lung cancer
C0750194	Non-sustained ventricular tachycardia
C0751523	Nonconvulsive status epilepticus
C3203695	Noninfectious peritonitis
C0221777	Nontoxic goiter
C0271899	Normochromic normocytic anaemia
C0085577	Normocytic anemia
C0555970	Nose infection NOS
C0949083	Nosocomial pneumonia
C1320474	Nuchal rigidity
C0028643	Numbness
C0239511	Numbness facial
C0858581	Numbness generalized
C0587054	Numbness in fingers
C0857160	Numbness in leg
C0877197	Numbness lips
C0239375	Numbness of limbs
C0520559	Numbness of tongue
C0028738	Nystagmus
C0028754	Obesity
C0006272	Obliterative bronchiolitis
C0302832	Obsessional neurosis
C0233697	Obsessive rumination
C0679048	Obsessive thoughts
C0028768	Obsessive-compulsive disorder
C0009595	Obsessive-compulsive personality disorder
C0221152	Obstipation
C0028778	Obstruction
C0600260	Obstructive airways disorder
C0520679	Obstructive sleep apnea syndrome
C0231613	Occipital headache
C0007863	Occipital neuralgia
C0877047	Occult blood positive
C0028817	Ochronosis
C0948595	Ocular discomfort
C0155169	Ocular hyperaemia
C0028840	Ocular hypertension
C1141938	Ocular icterus
C0863079	Ocular stinging
C1557335	Ocular surface disease
C1262036	Ocular toxicity
C0948522	Ocular vascular disorder
C1328377	Oculo-respiratory syndrome
C1262064	Oculogyration
C0085637	Oculogyric crisis
C0236036	Oculomucocutaneous syndrome
C1963718	Oculorespiratory syndrome
C0221150	Odynophagia
C0013604	Oedema
C0856110	Oedema aggravated
C0239211	Oedema auricular
C0013608	Oedema due to cardiac disease
C0151604	Oedema genital
C0151606	Oedema labial genital
C0236065	Oedema mouth
C0521481	Oedema mucosal
C0085649	Oedema peripheral
C0014848	Oesophageal achalasia
C0014850	Oesophageal atresia
C0239295	Oesophageal candidiasis
C0152018	Oesophageal carcinoma
C1096082	Oesophageal discomfort
C0014852	Oesophageal disorder
C0239293	Oesophageal haemorrhage
C0743575	Oesophageal irritation
C0014858	Oesophageal motility disorder
C0239296	Oesophageal obstruction
C0221727	Oesophageal pain
C0014860	Oesophageal perforation
C0549450	Oesophageal reflux aggravated
C0281839	Oesophageal rupture
C0014863	Oesophageal spasm
C0014866	Oesophageal stenosis
C0858357	Oesophageal stenosis acquired
C0151970	Oesophageal ulcer
C0155789	Oesophageal varices haemorrhage
C0014868	Oesophagitis
C2586050	Oesophagitis ulcerative
C0860851	Oestradiol increased
C0853662	Oestrogen deficiency
C0239302	Oestrogen low
C0877035	Oestrogenic effect
C0277961	Oily hair
C0234925	Oily skin
C0263962	Olecranon bursitis
C0079924	Oligohydramnios
C0028949	Oligomenorrhoea
C0028960	Oligospermia
C0028961	Oliguria
C0795690	Omphalocele
C0701821	Onychia
C0546956	Onychoclasis
C0085661	Onycholysis
C0263540	Onychomadesis
C0040261	Onychomycosis
C0332798	Open wound
C3267156	Operative bleeding
C0019357	Ophthalmic herpes simplex
C0019364	Ophthalmic herpes zoster
C0029089	Ophthalmoplegia
C0029095	Opioid abuse
C1739422	Opioid naive
C0151818	Opisthotonus
C0029118	Opportunistic infection
C0029119	Opportunistic mycosis
C0860661	Oppositional
C0029124	Optic atrophy
C0155305	Optic ischaemic neuropathy
C0852952	Optic nerve cupping
C0029132	Optic nerve disorder
C0029134	Optic neuritis
C0006849	Oral candidiasis
C0399459	Oral discomfort
C0026636	Oral disorder
C0877048	Oral fungal infection
C0341012	Oral herpes
C0555971	Oral infection
C0149744	Oral lesion
C0399461	Oral mucosa erosion
C0858979	Oral mucosa sore
C0853945	Oral mucosal blistering
C0853939	Oral mucosal discolouration
C1536052	Oral mucosal exfoliation
C0235496	Oral mucosal petechiae
C0026640	Oral neoplasm
C0347197	Oral neoplasm benign
C0221776	Oral pain
C1262299	Oral papilloma
C0948521	Oral pruritus
C1112257	Oral pustule
C0266998	Oral soft tissue disorder NOS
C1142072	Oral toxicity
C0424813	Orbital oedema
C0029191	Orchitis
C1142011	Orchitis noninfective
C0349410	Organ failure
C0029221	Organic brain syndrome
C0264383	Organising pneumonia
C0029261	Orgasm abnormal
C0948856	Orgasmic sensation decreased
C0152115	Orofacial dyskinesia
C0856623	Orofacial oedema
C2242577	Oromandibular dystonia
C2242576	Oropharyngeal blistering
C0919659	Oropharyngeal candidiasis
C2363730	Oropharyngeal discomfort
C2363731	Oropharyngeal pain
C0234952	Oropharyngeal spasm
C0280313	Oropharyngeal squamous cell carcinoma
C0853908	Oropharyngeal swelling
C0085619	Orthopnoea
C0877090	Orthostatic collapse
C3203485	Orthostatic dysregulation
C0544618	Orthostatic hypertension
C0020651	Orthostatic hypotension
C1535893	Orthostatic intolerance
C0422980	Oscillopsia
C0860728	Osmolality increased
