classe,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,skewness_roll_belt,skewness_roll_belt.1,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,skewness_roll_forearm,skewness_pitch_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z
D,125,-42,166,18,NA,2.777851,NA,-2.156553,166,18,NA,166,17,NA,0,1,0.1,124.8,0.4,0.1,-42,0.1,0,166,0,0,0.1,0.11,-0.18,46,47,-159,153,601,-309,-42.1,-62.7,13.6,24,45.0864,-33.413,19.8546,394.2062,-52.4651,14.0267,196.749,1.1695,23.1984,538.1641,0.95,-0.66,0.94,147,-106,-144,763,-37,-65,-0.32342,-1.48785,-1.59006,0.98773,-0.42185,-0.27537,-20.4,27.3,28,-65.2,-36.5,9,44.8,63.8,19,67.6,-21.2,-85,0.1436,-0.415,0.4889,0.2879,-18,-79.4,0.1,-27.8,-91.2,0.1,9.74,11.75,19,0.6102,65.2113,3.2028,10.2576,-23.4587,2.2263,4.9562,-86.2827,3.0348,9.2098,0.1,-0.14,-0.2,-40,119,-143,-507,359,28,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,49,11.4773,0,0,0,0,0,0,0,0,0,0.87,1.98,1.51,-274,397,5,-660,593,639
D,124,-41.7,166,17,NA,-1.360668,NA,-0.835375,166,18,NA,166,17,NA,0,1,0.2,124.3,0.4,0.2,-41.8,0.1,0,166,0,0,0.13,0.11,-0.15,53,41,-154,154,611,-303,-11.3,-0.72,-46.5,15,23.2323,-19.6438,8.8732,78.734,-27.3602,21.8152,475.9016,-23.1992,18.9495,359.0832,0.51,-0.58,0.84,-115,-60,66,218,155,609,-1.43992,-1.23982,-0.17321,-0.33788,0.47168,0.66843,-0.7,12.1,24,-62.3,-46.5,6,61.58,58.6,18,56.9,-27.9,-92.1,-0.2706,-0.4662,-0.6756,-0.436,-21.2,-84.8,-0.3,-33.3,-97.1,-0.3,12.12,12.33,17,0.8825,60.5987,3.963,15.7056,-26.4713,2.9496,8.7004,-89.2263,2.9741,8.8453,0.13,0.05,-0.11,-46,90,-133,-539,298,54,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,47,10.31871,0,0,0,0,0,0,0,0,0,1.2,-1.36,-0.03,-238,392,-11,-624,647,615
D,129,-49.6,169,19,-1.341813,-1.11618,0.282199,0.282094,169,20,-1.3,162,16,-1.3,7,4,1.3,126.8,1.3,1.7,-45.3,3,9.1,165.3,2.6,6.52,0.05,0.03,-0.11,49,75,-165,189,593,-364,-19.7,-34.2,-31.9,10,1.9833,-16.183,2.0587,4.2384,-16.4085,6.5114,42.3986,-39.9745,5.1731,26.7606,-2.22,0.02,0.59,24,-84,51,614,36,356,0.28312,0.30064,0.80258,-1.12408,1.09287,-0.73941,-10.4,-25.9,13,-34.2,-45.1,7,23.8,19.2,6,57.2,-30.2,-90.5,0.8278,0.2973,0.742,1.1533,-18.9,-77.8,0.8,-34.4,-94,0.8,15.51,16.2,18,0.3006,60.6877,5.3923,29.0768,-27.5121,2.9862,8.9176,-88.5655,4.053,16.4264,0.11,0.18,-0.02,-51,93,-135,-530,307,56,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,42,17.49029,0,0,0,0,0,0,0,0,0,1.03,-0.9,0.11,-337,237,0,-698,206,519
D,124,-41.9,166,17,-1.908453,45,0.422463,6.708204,166,18,-1.9,165,17,-1.9,1,1,0,124,0,0,-41.8,0.1,0,165.4,0.5,0.25,0.11,0.11,-0.13,47,42,-154,163,621,-297,-16.9,14.8,-76.3,19,8.2556,-16.1756,0.3331,0.111,35.2489,6.8979,47.5816,-92.2667,5.2833,27.9132,-1.72,0.02,0.15,-172,-49,44,34,207,640,1.87998,2.38603,3.17504,-1.69764,1.85749,-1.87415,41.3,-76.3,32,14.8,-96.3,19,26.5,20,13,30.7,-29.6,-113.7,-0.5144,-0.0719,-0.5556,0.7747,-23.5,-98.1,-0.5,-37.1,-120.4,-0.5,13.57,22.36,18,0.5253,33.2758,7.4624,55.6868,-28.5963,3.4832,12.1329,-112.0264,5.5726,31.0537,-0.43,0.47,0.9,-52,54,-162,-603,171,23,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,47,28.20404,0,0,0,0,0,0,0,0,0,1.33,-2.01,-0.03,19,462,-27,-296,809,641
D,119,14.9,3.53,18,-0.356317,0.807453,-0.885097,1.658711,5,19,-0.4,3.5,18,-0.4,1.46,1,0.2,120.2,0.5,0.2,14.4,0.3,0.1,4.5,0.5,0.2,0,0.14,-0.2,-13,62,-166,28,599,-328,-39.6,-21.9,-27.4,8,14.6354,-45.0923,2.6543,7.0455,-28.0692,2.9532,8.7214,-11.6092,6.3918,40.855,2.09,-1.25,1.03,23,-72,-5,609,89,331,-0.84407,0.39062,-0.1381,0.56046,-1.13359,-0.71516,-21.9,-5.3,21,-31.6,-27.4,8,9.7,22.09,13,-107.5,-44,21.4,-2.1739,-2.1739,1.0623,1.0623,-44,21.4,-2.2,-44,21.4,-2.2,0,0,7,0,-107.4901,0,0,-43.9609,0,0,21.4432,0,0,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,-24.8,49.4,-118,-0.2629,-1.2971,-1.1041,-0.1777,50.7,-40.8,-0.3,27.4,-118,-0.3,23.3,77.2,36,41.29846,10.62846,20.95702,439.19653,44.55,7.83164,61.3346,-76.73077,24.62743,606.51022,0.21,-1.4,-0.16,-355,39,18,-678,426,519
D,119,14.4,3.61,17,-1.344168,-0.876067,0.406306,-0.474415,4.3,18,-1.3,3.1,16,-1.3,1.17,2,0.3,118.9,0.3,0.1,14.8,0.4,0.1,3.6,0.4,0.16,0.13,0.13,-0.16,-20,62,-158,28,606,-323,-41.7,28.6,-99.2,29,67.4846,-36.6675,3.4635,11.9961,9.755,15.2416,232.3061,-69.035,21.3256,454.7823,0.64,-0.59,0.85,-276,-51,-2,-339,297,588,-1.14785,-1.21489,-1.45228,-0.44515,0.24765,-0.35002,28.6,-29.8,29,-20.3,-99.2,6,48.9,69.4,23,-101.5,23.8,-49.1,0.5915,-0.4445,0.1769,-1.118,87,35.7,0.6,-149.6,-102,0.6,236.55,137.66,2,4.2846,-71.3873,45.0956,2033.6109,-46.5945,54.6671,2988.4961,-7.2136,47.5745,2263.3332,-0.06,0,-0.05,5,-18,-10,-475,395,-10,-23.5,50.1,-110,-1.2611,-0.2718,0.2761,0.8046,50.1,-110,-1.3,38.1,-144,-1.3,12,34,36,7.99936,-40.455,7.42338,55.10664,43.375,3.78145,14.29936,-133.425,9.45675,89.43013,-0.58,1.69,-0.25,-355,37,12,-684,447,558
D,118,16.2,-1.03,18,-1.197825,-1.180556,-0.024325,-0.931315,-0.6,18,-1.2,-1.6,17,-1.2,0.99,1,0.2,118,0,0,16.4,0.2,0.1,-1.1,0.3,0.08,0.08,0.11,-0.15,-23,63,-160,27,602,-328,-33.8,-8.13,-42.8,8,8.1067,-35.8588,4.7788,22.8365,-17.0063,7.2062,51.93,-30.2059,10.2066,104.1746,1.81,-1.03,1.03,-45,-65,20,471,158,473,-1.31319,-0.52131,-1.15719,0.38042,-0.653,0.07556,-2.3,-17.9,15,-25.1,-54.8,5,22.83,36.9,10,101.9,21.5,-50,3.6998,1.4067,1.4658,-1.3446,82.1,-13.8,3.7,13.2,-110.1,3.7,68.85,96.29,2,0.3271,98.9893,23.9758,574.8375,34.3904,13.0596,170.5521,-40.5798,21.3791,457.0648,-0.14,-0.08,0.21,4,16,-9,-415,461,-34,-43.1,43.7,-130,-0.6273,-1.626,-0.9571,0.0138,51.7,-17.6,-0.6,15.6,-130,-0.6,36.1,112.4,44,104.29176,5.49902,34.49483,1189.89351,40.51765,12.15996,147.86468,-74.10588,41.32613,1707.84896,-0.02,-0.1,-0.08,-422,-55,28,-692,270,475
D,118,16.3,-1.82,18,-1.005229,43,0.38452,-6.557439,-1.1,18,-1,-2.3,17,-1,1.22,1,0,118,0,0,16.6,0.2,0,-1.8,0.4,0.12,0.11,0.13,-0.2,-20,61,-160,23,599,-332,-42.6,34.2,-100,29,55.7896,-38.486,3.6862,13.5879,20.8286,13.4385,180.5936,-80.393,20.2983,412.0207,-0.48,-0.21,0.44,-286,-40,-10,-353,313,566,-1.02267,-1.39298,-0.82809,-0.59547,0.35176,-0.80773,35.2,-44.5,31,-6.2,-103,9,41.41,58.5,22,110.2,46.2,7.4,-0.263,-0.1181,-0.0757,0.0901,72,31.1,-0.3,-14,-87.3,-0.3,85.96,118.4,1,0.2447,106.9498,16.1563,261.027,26.493,19.8761,395.0596,-28.8134,28.3383,803.0589,-0.08,0.11,0.03,6,12,1,-435,442,-28,29.1,40.9,-46.1,-1.0302,-0.7712,0.4875,0.8603,51.6,-46.1,-1,40.9,-134,-1,10.7,87.9,25,78.51495,-25.84512,23.80483,566.66975,45.38605,3.38249,11.44123,-108.00698,29.34417,861.08019,-0.13,2.38,0.94,-186,163,2,-408,764,620
D,118,15.9,-0.51,18,-1.476962,NA,-0.034201,NA,-0.4,18,-1.5,-1.1,18,-1.5,0.73,0,0,118.5,0.5,0.3,16,0.1,0,-0.8,0.2,0.06,0.08,0.11,-0.18,-22,63,-162,25,601,-331,-30.3,-0.84,-56.9,11,21.5455,-36.4756,3.5227,12.4096,19.3176,7.9988,63.9813,-84.64,11.3315,128.402,-1.75,0.31,0.87,-93,-40,45,349,219,527,0.26996,-0.02967,1.20324,-1.18365,1.03065,-1.39524,26.8,-56.9,29,-0.8,-96.1,11,27.64,39.2,18,104.7,3.3,-52.3,-0.4585,0.7377,-0.2787,-1.0935,60.2,22.4,-0.5,-13.9,-138.5,-0.5,74.1,160.94,3,0.401,105.7935,28.9378,837.3976,26.3565,18.1955,331.0745,-27.5402,39.4909,1559.5286,0.43,0.1,-0.23,1,26,-15,-422,467,-29,48.1,15.4,-17.4,-1.3645,-0.7249,-0.2022,-0.7632,55.6,-17.3,-1.4,15.4,-101,-1.4,40.2,83.7,14,68.03737,29.17867,21.5215,463.17507,37.67778,14.03487,196.97768,-44.81556,26.28082,690.68134,0,0.21,-0.15,-59,120,2,-26,677,478
D,0.53,3.87,-87.6,4,-1.386045,11.094417,0.302597,3.54848,-87.4,5,-1.4,-87.6,4,-1.4,0.2,1,0.1,0.8,0.2,0,4.5,0.8,0.6,-87.5,0.1,0.01,0.02,0,-0.02,-13,2,42,48,631,-316,0,0,0,14,70.2384,0,0,0,0,0,0,0,0,0,0.22,-0.02,-0.02,-11,136,17,405,178,519,NA,NA,-1.06533,NA,NA,0.66209,0,0,40,0,0,14,0,0,26,72.7,-41.5,-68.1,3.6555,-0.3356,1.721,-0.1288,-35.1,-62.2,3.7,-55.3,-75.4,3.7,20.21,13.21,29,1.0291,66.5879,4.5852,21.0237,-49.3453,4.1666,17.3609,-67.6974,3.0048,9.0289,0.39,0.59,-0.28,-114,188,-178,-430,413,96,150,24.1,128,-1.6567,0.2917,0.3271,-1.4731,42,176,-1.7,22.9,-179,-1.7,19.1,355,32,22.76533,124.20455,96.13619,9242.16649,30.93636,7.6328,58.25958,74.34091,120.72801,14575.25317,-0.02,0.02,-0.25,-127,211,-187,-621,550,602
D,6.86,-0.62,-81,3,0.278814,-1.249495,1.030001,-0.465953,-81,11,0.3,-87.7,1,0.3,6.7,10,11,-17.3,9.9,97.8,-1.6,1.1,1.2,-85.8,1.8,3.34,-0.16,0.31,1.2,20,18,-18,92,476,-528,72.2,-3.23,90.1,27,24.4717,80.0019,11.4148,130.2967,-32.0873,12.4775,155.6883,41.4348,28.0708,787.9709,2.14,-0.69,0.28,-176,194,-18,-64,275,615,-0.46922,-1.33878,-1.14546,0.86363,0.0407,0.38897,-3.2,90.1,30,-44.2,1.1,14,40.97,88.97,16,-34.1,-57.9,-87.5,1.0946,-0.1782,-1.3765,-1.16,94.3,83.9,1.1,-113,-107.3,1.1,207.33,191.25,12,4.2153,57.7216,43.4309,1886.245,14.1299,47.991,2303.136,33.199,62.7622,3939.0922,1.38,-0.69,-0.43,-67,-41,-94,-571,155,159,176,16.3,-20.9,-0.163,-1.2452,-0.5624,0.5196,16.3,113,-0.2,4.1,-76.6,-0.2,12.2,189.6,24,82.98492,32.05769,173.08237,29957.50641,10.45519,3.17705,10.09365,-4.02442,63.89076,4082.02888,-0.05,-5.06,-0.54,129,97,171,478,-518,-29
D,121,25.5,-6.17,19,-0.800821,0.815523,0.82188,0.120301,-5.6,20,-0.8,-6.3,18,-0.8,0.77,2,0.3,121.2,0.4,0.2,25.5,0.2,0.1,-6,0.2,0.06,-0.43,-0.02,-0.43,-40,73,-169,5,582,-369,104,27.4,47.7,29,10.996,104.1063,1.8914,3.5774,22.4031,4.3485,18.9093,33.9606,16.1861,261.9914,-0.24,-0.11,0.08,235,9,157,357,239,533,0.01619,-0.57169,-0.37212,-0.96229,-0.92784,0.33976,27.4,47.8,39,12,-1,27,15.4,48.82,12,26,33.9,113.7,2.0775,0.0963,0.1674,-0.6414,43.6,135,2.1,17.2,111.1,2.1,26.44,23.88,7,1.7419,-7.1249,10.5733,111.7953,29.7216,4.7819,22.8662,124.7478,5.5848,31.1904,0.64,-0.08,-0.25,22,17,60,487,-566,-148,-155,46.6,-128,-1.3805,-2.01,0.147,0.2369,53.1,176,-1.4,41.6,-180,-1.4,11.5,356,30,10.30645,-0.71875,161.1037,25954.40222,47.34688,3.80051,14.44386,-11.5,149.56259,22368.96774,0.31,2.09,0.95,-162,-89,-232,-410,-385,151
D,120,25.8,-7.1,18,1.618699,8.452047,-1.630266,-1.276644,-4.9,20,1.6,-7.1,18,1.6,2.19,2,0.1,120.8,0.4,0.2,25.3,0.2,0,-5.4,0.6,0.35,-0.51,-0.03,-0.44,-25,66,-159,3,591,-362,88.1,-17.9,31.1,32,16.825,100.8395,17.1409,293.8091,-36.5186,7.1658,51.3492,-2.2216,21.4921,461.9106,1.98,-1.16,-0.59,246,62,192,531,238,390,0.57893,-1.40641,-0.30711,1.10306,-0.0434,-0.48577,-17.9,31.1,46,-44.9,-34.2,31,27,65.3,15,-1,24,133,-0.6263,-0.1477,0.0927,-0.1976,37.2,138.3,-0.6,18.5,116.6,-0.6,18.72,21.69,10,0.2359,-0.6124,6.7889,46.0888,27.0427,4.6815,21.9165,129.1794,4.7606,22.6636,0.55,-0.16,-0.3,24,-1,98,529,-504,-34,123,25.5,103,0.5945,-1.4756,-1.1873,-0.7119,57.2,179,0.6,25.5,-179,0.6,31.7,358,36,14.99668,95.48837,123.21746,15182.54153,48.38605,8.62296,74.35551,40.16279,147.96137,21892.56811,0,2.14,0.18,28,324,-145,-516,741,684
D,1.49,7.87,-93.6,3,-0.881137,NA,0.222657,NA,-93.5,3,-0.9,-93.7,3,-0.9,0.2,0,0,1.6778,0.1081,0.0117,7.3047,0.2528,0.0639,-93.5667,0.0522,0.0027,0.03,0.02,-0.03,-19,6,18,-1,604,-303,91.4,-58.2,25,14,82.9192,111.5689,22.9697,527.6067,-53.06,6.4143,41.1434,-3.9598,32.7441,1072.1745,2.12,-1.09,0.39,84,55,-99,742,-129,211,0.13961,-1.15608,-1.47,0.96898,0.38543,-0.07312,-37.3,58.8,36,-60.7,-44.2,10,23.4,103,26,64.1,36.7,80,0.536,-0.5464,0.3161,0.0354,50.7,80,0.5,-9,-21.1,0.5,59.69,101.08,3,0.8162,117.7984,15.4608,239.0366,20.7815,11.6316,135.2935,23.986,24.594,604.863,0,-0.18,0.07,12,20,24,-501,362,-16,-166,49.2,-175,-1.1416,-0.5167,0.0029,-1.1845,54.1,179,-1.1,40.6,-176,-1.1,13.5,355,33,47.48182,31.6,162.63573,26450.38182,47.6,3.87691,15.03045,70.11111,131.70322,17345.73737,-0.48,-2.71,-0.67,-206,164,-192,-665,130,506
E,157,-28.1,129,25,0.688925,-0.378581,1.37255,-0.930231,132,26,0.7,129,19,0.7,3,7,4.5,154.5,4.8,22.6,-31.8,2.6,6.9,129.6,1,0.92,0.18,0.1,-0.3,57,48,-236,140,490,-506,-89.8,-33.2,58.8,40,84.6969,-53.3381,17.988,323.5692,-14.9221,22.0765,487.37,-30.4121,53.7993,2894.3646,-1.38,0,0.31,71,-158,-353,424,-120,-517,-1.18224,-1.31445,-0.73319,0.60879,0.21178,-0.46696,26.9,58.8,40,-36.9,-108,6,63.8,166.8,34,50.3,-33.1,-95,-1.5166,-0.5299,0.3108,-0.5845,28.9,-27.2,-1.5,-33.1,-97,-1.5,62.08,69.73,17,14.4419,96.307,19.3681,375.122,-2.4592,21.3745,456.8682,-55.298,19.7162,388.729,0.24,-0.39,-0.36,-54,80,-135,-541,273,80,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,47,31.00348,0,0,0,0,0,0,0,0,0,1.24,-3.48,-0.51,-63,456,-20,-680,562,663
E,135,-33.6,130,18,-2.015633,-0.935471,-0.272071,0.414397,130,25,-2,129,16,-2,1,9,6.7,145.5,6.9,48.2,-30.6,1.9,3.8,129.6,0.5,0.25,0.32,0.11,-0.3,72,43,-152,179,616,-276,-32.2,-2.97,-71.8,21,210.5493,-70.0957,25.4645,648.4395,-31.5876,10.0208,100.4159,15.5941,48.5485,2356.9559,3.34,-1.33,0.21,-188,-18,84,175,331,543,1.58009,-1.2796,-1.38657,1.46674,-0.50875,-0.27925,-3,67,46,-41.7,-71.8,3,38.73,138.8,43,96.5,-35.7,-46.7,0.3151,1.4405,-0.9377,1.4352,-18,-46.7,0.3,-56.6,-129.3,0.3,38.57,82.62,18,2.9493,37.6826,19.2319,369.8677,-31.3677,9.1798,84.2684,-105.6502,22.2509,495.1021,-1.19,1.93,0.67,-62,146,-80,-381,430,156,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,34,11.98309,0,0,0,0,0,0,0,0,0,0.5,2.49,1,-326,-27,-35,-304,-503,80
E,138,-34.3,142,18,-1.649792,-1.128366,0.005334,-0.20069,145,21,-1.6,141,18,-1.6,4,3,1.1,138,1,1,-34.3,3.1,9.5,143,1.6,2.71,0.67,0.42,0.16,56,41,-159,213,567,-400,-75.1,-31.4,50.6,35,233.0761,-68.7976,19.972,398.8812,-25.7581,6.6694,44.4809,31.3195,47.3304,2240.1668,2.99,-2.17,0.52,51,-158,-300,500,-161,-454,0.50546,-0.88724,-1.34768,0.72554,-0.77816,-0.2203,-6.9,78.1,54,-35.2,-64.2,6,28.26,142.3,48,36.4,-33.7,-106.4,0.8313,-1.4863,0.8251,0.2051,3.6,-51.9,0.8,-43.3,-113.8,0.8,46.88,61.94,16,1.2224,62.2958,27.927,779.9193,-27.0064,10.2087,104.2178,-84.6283,21.2765,452.6878,0.51,-0.24,-0.64,-51,55,-135,-582,184,93,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,37,38.25784,0,0,0,0,0,0,0,0,0,1.33,-2.52,-0.64,-286,215,2,-634,11,474
E,123,-40.7,158,16,-1.41305,-1.24183,-0.037647,0.9453,160,17,-1.4,157,16,-1.4,3,1,0.2,122.9,0.4,0.1,-40.2,0.5,0.2,158.6,1.1,1.31,0.26,0.1,-0.02,65,37,-138,383,478,-276,-86.8,-18.3,76.4,55,161.1026,-78.87,7.2137,52.038,-24.21,3.7634,14.1631,52.619,21.6311,467.9032,0,-0.27,0.89,43,-237,-482,162,-196,-564,-1.49453,-0.78692,-1.09267,0.33019,-0.67989,-0.3572,-18.3,76.4,55,-28.6,9.4,16,10.3,67.02,39,67.6,-28,-81.8,-1.0649,-0.9042,0.0711,0.2183,6.5,-34.8,-1.1,-28,-84.1,-1.1,34.43,49.29,17,2.3658,95.5504,16.3644,267.7926,-9.2991,10.2322,104.6983,-59.6091,15.0768,227.31,0.14,-0.4,-0.08,-45,102,-119,-522,297,102,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,53,13.88158,0,0,0,0,0,0,0,0,0,1.54,-2.54,-0.1,12,523,-23,-302,818,657
E,-7.68,6.13,-93.4,5,-1.535312,-0.769979,0.057223,0.375923,-92.7,6,-1.5,-93.7,0,-1.5,1,6,2.2,-0.7,7,49.5,5.7,1.2,1.4,-93.2,0.4,0.13,0.19,0.02,-0.02,-22,3,45,2,623,-238,128,-62.6,-55.6,38,40.4842,68.1623,19.4495,378.2844,-32.5697,20.3173,412.794,32.2608,32.9573,1086.1834,-1.62,0.24,0.43,108,-69,-354,685,-266,-229,-1.41414,0.66654,2.20682,-0.13829,-1.30512,1.4646,-5,62,38,-64.2,-55.6,10,59.23,117.6,28,104.6,3.8,52.3,-0.9827,-0.8636,0.4002,0.3293,97.3,59.6,-1,3.8,12.9,-1,93.43,46.75,5,45.2372,95.036,16.8952,285.4469,44.7927,27.325,746.6581,33.1778,12.062,145.4919,0.74,-1.28,-0.16,2,45,26,-489,377,10,138,4.93,94.5,-1.3483,-1.4414,0.4162,0.1841,54.3,175,-1.3,-2.6,-176,-1.3,56.85,351,42,61.1541,-19.88525,143.94908,20721.33661,20.94967,19.99722,399.88886,-1.07213,100.55605,10111.51971,0.22,-0.83,-0.16,14,366,-185,-251,737,536
E,7.97,4.04,-91.7,3,-1.629928,-0.28457,-0.130813,0.705637,-91.7,5,-1.6,-93.3,0,-1.6,1.6,5,1.7,3.3,5.8,33.9,5,1.8,3.4,-92.4,0.6,0.34,0.13,-0.03,-0.07,-21,21,-5,5,544,-434,58.3,4.59,65.3,21,68.1591,81.8563,27.0025,729.1366,-32.2294,28.0305,785.7061,19.4725,43.6131,1902.1059,-0.93,0.61,-0.25,-131,155,56,110,263,574,-1.67764,-1.11902,-0.50592,0.27711,-0.58327,0.62004,7.7,66.4,39,-62.1,-58.8,11,69.8,125.2,28,117.4,1.4,39.6,6.0941,-0.261,0.6079,0.5268,93,147,6.1,-68.8,-70.4,6.1,161.83,217.33,14,6.7589,-46.6526,103.1239,10634.5314,-1.7762,23.3906,547.1194,15.8535,51.0399,2605.0761,-0.74,2.42,0.18,2,129,54,-389,478,40,-146,6.55,-49.5,-1.6289,-1.4962,0.1429,0.3211,44,176,-1.6,4.7,-175,-1.6,39.27,351,37,98.04078,-26.52083,149.98723,22496.16977,22.94104,14.70217,216.15377,-9.65833,112.7567,12714.07355,0.79,0.98,0.8,121,-202,-271,369,-650,-241
E,7.99,4.71,-91.3,2,-0.738619,-0.563713,-0.719516,0.543836,-90.7,4,-0.7,-92.4,1,-0.7,1.7,3,0.9,3.7,5.7,32.9,4,0.7,0.6,-91.3,0.5,0.3,0.21,-0.05,0.03,-14,9,-15,16,531,-439,157,-40.9,-87.8,38,47.4718,78.9489,31.5237,993.7447,-21.4906,27.3923,750.3373,42.8664,58.7143,3447.3635,-2.95,1.36,-0.74,49,-52,-369,359,-299,-475,-1.63247,-0.15381,0.04215,-0.13214,-1.10459,-0.1846,13.5,94.4,38,-61.7,-87.8,9,75.2,182.2,29,117,10.7,38.4,-0.7642,-1.5876,-0.7449,0.2991,37,54.8,-0.8,-134.7,-74.7,-0.8,171.75,129.48,10,3.6327,-36.2912,87.1486,7594.8717,-20.5796,48.4298,2345.4412,-15.4101,45.4188,2062.8652,-0.51,1.86,-0.07,10,86,35,-407,467,10,-153,27.6,-88.9,-1.3703,0.6869,0.3255,1.2837,45,171,-1.4,7.3,-179,-1.4,37.66,350,29,93.78168,-86.48936,126.86639,16095.08141,24.15745,12.9971,168.92462,-46.12766,94.07042,8849.24378,-0.27,3.92,0.84,-41,-142,-244,-49,-622,-3
E,7.76,3.8,-91.2,2,-1.130043,-1.105744,0.707967,0.647834,-91.2,5,-1.1,-92.5,1,-1.1,1.3,4,2.2,0.9,5.7,32.3,4.5,0.7,0.6,-92,0.4,0.17,0.16,0,0.05,-13,13,-2,20,547,-434,91.5,-50.2,3.55,15,55.8784,74.0216,5.705,32.5469,-9.2453,22.1026,488.5266,66.7147,27.1794,738.72,-4.17,1.45,-0.54,37,29,-141,758,-211,5,-1.20835,-0.79135,-1.17081,-0.4635,-0.55153,-0.59936,16.8,99.1,34,-50.2,3.6,10,67,95.55,24,-113.6,-17.5,-39.4,7.5633,0.7182,-2.611,1.2927,40.9,124,7.6,-128.1,-85.5,7.6,169.01,209.43,3,8.6149,-49.9601,92.2573,8511.4002,-4.6242,32.5371,1058.6646,-17.5064,48.3249,2335.2916,-0.32,0.64,0.44,-5,-26,-11,-603,172,-46,-160,45.2,-123,-1.5654,2.5274,-0.1636,1.7822,45.2,176,-1.6,11.1,-178,-1.6,34.1,354,23,54.05255,-96.2549,123.10838,15155.67373,27.80784,11.38242,129.55954,-65.56078,90.23422,8142.21523,-0.45,4.19,1.72,-86,-42,-200,-420,-318,335
