PUBCHEM_SID,Canonical_Smiles,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
103904199,CN(C)C1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,7,7.8,8.3,NA,7.4,6.3,6.6,7.2,7.4,7.6,5.4,5.4,5.8,5.2,6.2,6.1,5.8,5.6,5.6,5.9,5.8,5.9,5.3,NA,7.8,6.3,6.7,6.5,6.5,7.4,5.4,6,5.4,7.1,NA,5.5,5.8,5.7,7.3,5.6,6,6.6,7.1,7.6,7.8,8.1,7.6,5.2,5.6,8.9,7.2,6.1,5.8,5.2,5.7,5.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,8.5,NA,NA,7.1,NA,NA,5.9,NA,NA,9.5,7.6,NA,NA,NA,NA,7.2,NA,NA,NA,7.5,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.2,5.6,6.4,8,5.4,5.4,5.6
103904200,N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,7.3,8.3,NA,NA,8.1,6.9,7.8,7.3,7.6,7.8,5.4,5.4,8.2,5.2,6.2,6.4,6.4,5.6,5.6,6.1,6.8,6.1,5.5,NA,8.7,6.9,7.7,7.5,7.2,7.7,5.7,5.9,5.5,7.2,NA,5.5,6.1,5.8,7.4,5.9,6.3,6.9,7.4,8.1,8.3,9.1,8.5,5.2,5.7,8.9,7.9,6.6,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,8.5,NA,NA,7.1,NA,NA,6.6,NA,NA,9.5,7.5,NA,NA,NA,NA,7.4,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,5.2,5.6,6.7,8.5,5.8,5.7,6.2
103904201,C(Nc1cc(ncn1)c2c[nH]c3ncccc23)c4ccccc4,NA,NA,NA,6.8,NA,6.7,NA,NA,NA,NA,6.1,6.4,6.6,NA,NA,NA,8.1,5.7,NA,7.2,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7.2,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,8.3,5.7,NA,5.8,5.8,6.3,6.6,6,5.5,6.1,5.7,5.1,6.2,5.8,5.7,6,5.8,6.1,7,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,7.8,NA,NA,NA,NA,7,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA
103904202,NC1CCCCC1Nc2nccc(n2)c3c[nH]c4ncccc34,8.2,NA,7.5,5.9,7.4,5.6,6,7.4,8.1,NA,5.3,6.4,6.5,6.1,NA,6.8,6.7,5.7,NA,6.1,5.9,5.1,5.6,NA,NA,NA,NA,NA,7.1,7.5,NA,5.5,5.4,NA,5,6.2,5.3,6.8,7,NA,NA,6.3,6.1,7.6,7.1,NA,7.5,NA,6.6,8.3,7,5.9,NA,5.4,NA,5.7,8.2,5.5,NA,5.8,5.1,5.5,6.3,6.2,5.8,6.3,5.3,5.1,5.7,5.8,5.7,5.9,6,5.6,5.7,NA,NA,NA,5.8,NA,NA,6.8,NA,7,5.7,NA,6.6,5.8,5.7,7.4,7.1,7.2,8,7.9,5.8,6.5,6.4,6.6,7.6,7.4,8.3,6.3,6.9,6.9,5.5,6.5,6.8,6.6,6.7,6.6,6.3,NA,6.3,5.7,6.1,7,7.8,6.8,5.2,6.9,5.8,5.3,5.1,5.5,6.7,5.8,6.6,6.2,5.8,6.5,6.5,6.1,5.5,6.8,5.5,5.4,6.3,6.4,5,5.9,5.1,5.8,5.7,6.8,5.9,5.8,NA,NA,5.9,NA,NA,NA,7.1,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,7.3,6.2,NA,NA
103904203,N[C@@H]1CC[C@H](CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,8.4,NA,NA,5.7,8.3,7,7.3,6.8,8.5,NA,5.4,6.4,7.2,6.1,NA,6.8,6.7,5.7,NA,6.6,6.4,5.1,6.6,NA,NA,NA,NA,NA,7.3,7.2,NA,7,6.9,NA,5,6.4,5.3,7,6.5,NA,NA,6.6,6.9,7.3,8.2,NA,8.2,NA,5.9,NA,8.3,5.7,NA,6.5,NA,5.7,NA,5.5,NA,6.2,5.1,5.4,6.7,5.9,5.4,6.2,6.3,5.1,5.7,5.8,5.7,5.9,6.3,5.6,6.1,NA,NA,NA,7.3,NA,NA,7.3,NA,6.9,5.7,NA,7.4,5.8,5.9,NA,8.4,NA,8.3,NA,5.8,7,6.8,7.3,7.8,6.9,7.3,5.8,6.6,6.6,5.7,5.9,7,NA,8.5,6.8,7.6,NA,6.3,5.7,7.5,6.1,7.2,8.2,5.6,7.2,5.6,5.3,6.1,5.1,7.5,6.3,7.6,6.2,6,6.4,7.1,7.6,6,5.8,5.5,5.4,6.1,6,5,6,5.1,5.8,5.7,7,6.4,5.8,NA,NA,5.7,NA,NA,NA,7.6,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,NA,6.2,NA,NA
103904204,Clc1cc(NC2CCCCC2)nc(n1)c3c[nH]c4ncccc34,5.2,5.5,5.4,6,5.5,5.8,5.3,5.6,6.2,6.3,5.4,6.4,5.7,6.1,5.4,5.9,5.9,5.7,5.5,5.6,5.7,5.7,5.4,NA,5.6,5.6,6.6,NA,6.4,6.7,5.4,5.6,5.5,6.1,5.2,5.6,5.3,6.7,6.1,NA,NA,5.4,5.7,6.4,5.6,NA,6.3,5.2,5.7,7,6,6,5.8,5.2,5.5,5.6,6.8,5.5,NA,5.8,6.3,5.4,5.2,5.7,5.3,5,5.3,5.4,6.1,5.8,5.7,5.9,5.7,NA,5.8,NA,NA,6.5,6.1,NA,NA,6.1,NA,6.5,6.7,NA,6,6.4,6,5.5,5.8,7.4,8.7,5.8,6.5,5.6,5.9,5.7,6.2,5.6,5.9,5.1,8.2,5.9,5.6,7.1,5.3,6.9,6.5,6.3,5.8,NA,6.3,5.7,5.6,5.8,6.6,5.5,6.6,7,5.9,5.7,5.6,5.8,6,5.6,5.9,5.2,6.4,6.3,5.5,5.9,5,5.9,5.5,5.4,5.4,5.7,5,5.1,5.1,5.8,5.7,6.3,5.8,5.8,NA,NA,5.7,6,6.2,NA,5.9,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.4,5.6,5.5,5.4,6.2,5.4,5.4
103904205,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,NA,NA,NA,5.1,NA,7,NA,NA,NA,NA,5.3,6.4,7.4,NA,NA,NA,7.5,5.7,NA,6.9,6.8,6.2,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,7.3,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,6.3,5.1,6.3,6.5,5.1,5.1,5.6,6.8,5.1,5.7,5.8,5.7,5.9,5.8,5.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,8.2,NA,7.3,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
103904206,OC[C@@H](NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,NA,NA,NA,5.8,5.9,5.6,5.2,5.9,6.2,NA,5.3,6.4,6.1,6.1,NA,5.6,5.8,5.7,NA,5.8,5.8,5.1,5.6,NA,NA,NA,NA,NA,6.4,6.8,NA,5.5,5.4,NA,5.1,5.6,5.3,5.9,5.3,NA,NA,5.3,6.7,6.9,NA,NA,NA,5.8,5.9,6.6,5.9,6.1,5.8,5,NA,5.7,7.2,5.5,NA,5.8,NA,5.4,5.1,5.1,5.1,5.2,5.3,NA,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,7.4,6.4,NA,NA,5.5,NA,5.8,5.7,NA,5.6,5.8,5.3,5.3,5.2,5.7,5.9,5.8,5.9,5.2,5.1,5.2,5.5,5.2,5.6,6.2,6.4,5.7,5.5,5.4,5.3,6.6,5.8,5.7,5.8,6.6,6.5,5.7,6,5.8,6.1,5.7,5.2,NA,5.4,5.8,5.1,5,5.3,5.7,5.7,NA,5.8,5.6,5.3,5.2,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,7,6.4,5.8,6.6,NA,NA,5.5,5.8,5.5,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5.6,6.2,NA,NA
103904207,CC(C)(C)Nc1ncnc2[nH]cc(c3ccccc3)c12,5.4,7.5,5.8,NA,6.2,5.6,5.4,5.3,5.9,6.4,5.4,5.4,5.5,5.2,5.4,6.3,6.2,5.6,5.5,5.6,5.3,5.6,5.2,NA,6.8,5.8,6,5.8,6.4,5.5,5.4,5.4,5.4,6.5,NA,5.6,6.1,6.2,6,5.6,NA,5.2,5.5,6.5,5.7,6.2,5.5,5.6,5.5,6.5,5.5,NA,5.8,5.5,5.5,5.5,7.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.2,5.6,5.8,7,NA,5.4,5.4
103904208,Nc1nc(Cl)cc(n1)c2c[nH]c3ncccc23,7.6,8.9,7.9,NA,7.8,5.6,5.4,6.6,8.3,8.7,5.4,5.4,5.5,5.2,6.7,7.3,7.5,5.6,5.5,5.6,5.3,5.6,5.2,NA,7.1,5.6,6.4,6,6.1,6.4,5.4,5.6,5.4,5.7,NA,5.5,5.4,5.5,5.6,5.6,NA,6,5.5,7.7,6.6,6.9,7,5.2,5.5,8.5,6.1,NA,5.8,6.4,5.5,5.5,9.2,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.2,5.6,5.7,8.2,NA,5.4,5.4
103904209,OCC(CO)Nc1ncnc2[nH]cc(c3ccccc3)c12,NA,NA,NA,5.2,7.3,5.6,5.2,5.9,6.7,NA,5.8,6.4,5.7,6.2,NA,6.4,5.8,6,NA,6.3,6.4,5.8,6,5.7,NA,NA,NA,NA,6.8,6.4,NA,5.5,5.4,NA,5,6.4,5.4,NA,5.3,NA,NA,5,6,5.8,5.6,NA,5.8,5.8,NA,5.7,5.1,5.4,5.7,5.2,NA,NA,8.1,5.5,NA,5.8,5.1,5.4,NA,5.1,5.1,5,5.5,5.1,5.7,5.8,5.9,5.9,5.8,NA,5.7,NA,NA,5.8,5.1,NA,NA,6.7,NA,6,NA,NA,6.9,6.3,5.2,7.1,6.7,5.1,6.6,6.6,5.7,5.2,5.1,NA,5.5,5.4,6.8,5.4,5.8,5.3,5.2,5.9,5.7,6.2,5.7,5.2,5.5,5.8,6.2,5.3,NA,5.9,6.2,6.4,5.2,6,5.1,6.1,5.7,5,NA,NA,6.4,5,NA,7.1,5.8,5.1,5,NA,5.1,5.4,5.2,5.1,5,5.5,5.1,5.8,NA,5.7,5.8,NA,6.7,5.6,NA,5.5,6.1,6.7,5.1,6.2,NA,5.5,5.4,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6.7,6.2,NA,NA
103904210,COc1cccc(c1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,NA,NA,NA,5.1,6,5.6,5.2,5.9,6.3,NA,5.4,6.4,6.4,6.1,NA,5.9,6.3,5.7,NA,5.8,5.8,NA,5.8,NA,NA,NA,NA,NA,5.6,6.8,NA,NA,5.4,NA,5,5.9,5.4,7.7,5.3,NA,NA,5,5.8,5.1,5.6,NA,5.8,5.8,5.9,5.1,5.2,5.4,5.8,5,NA,5.7,6.7,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.7,5.7,NA,NA,6.2,5.7,NA,NA,5.9,NA,5.9,5.7,NA,6.8,6.9,5.3,5.9,6.2,5,5.9,5.1,5.8,6,5.2,5.2,5.5,5.3,5.6,5.1,6,5.8,6.2,5.4,5.3,6,5.4,5.1,5.7,5.7,5.3,5.7,5.4,5.8,5.8,5.2,5.5,6.4,5.5,5.2,5.1,5,5.3,5.6,5.6,5,5.8,6.1,5.8,5.4,5,5.4,5.5,6.1,5.2,5.1,5,5.3,5.4,5.8,5.7,5.7,5.8,6.4,6.1,NA,5.7,5.6,5.8,5.9,5.1,5.8,6,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5.1,6.2,NA,NA
103904211,COc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,NA,NA,NA,5.1,5.9,5.7,5.2,5.9,6.1,NA,5.3,NA,6.8,6.1,NA,5.7,5.7,5.7,NA,5.8,5.8,NA,5.6,NA,NA,NA,NA,NA,5.4,6.7,NA,NA,5.5,NA,5,5.8,5.3,7.1,5.3,NA,NA,5,5.8,5.1,5.8,NA,5.8,5.8,5.9,5.5,5.1,5.3,5.8,5,NA,5.7,6.7,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,6,5.8,5.7,5.9,5.8,6.1,5.7,NA,NA,6.2,5,NA,NA,5.9,NA,5.8,5.7,NA,6.5,6,5.3,5.9,6.1,5.1,5.9,5.1,5.8,6.2,5.1,5.2,5.5,5.2,5.8,5.1,6.1,5.7,6.1,5.4,5.3,5.9,5.3,5.1,5.7,5.7,5.2,5.7,5.4,5.8,5.8,5.3,5.7,5.6,5.4,5,5.1,5,5.3,5.6,6.3,5,5.8,5.9,5.8,5.2,5,5.6,5.5,5.4,5.2,5.1,5,5.3,5.3,5.8,5.7,5.7,5.8,5.8,6.4,NA,5.9,5.4,5.8,5.8,5.1,5.8,5.9,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5.1,NA,NA,NA
103904212,OCCCNc1ncnc2[nH]cc(c3ccccc3)c12,NA,NA,NA,5.1,6.7,5.7,5.2,5.9,6.7,NA,5.6,6.4,5.8,6.6,NA,5.9,5.8,5.9,NA,5.9,6.3,5.4,6,5.8,NA,NA,NA,NA,6.5,7.2,NA,5.5,5.4,NA,5,5.7,5.5,6.8,5.5,NA,NA,5,5.8,5.4,5.9,NA,5.8,5.8,5.9,5.4,5.4,6,6.1,5,NA,5.7,7.7,5.5,NA,5.8,5.1,5.9,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.8,5.9,5.8,5.6,5.7,NA,NA,5.6,5.1,NA,NA,6.2,NA,5.9,6.1,NA,6.9,6,5.2,6.8,6.6,5.1,6.4,6.2,5.4,5.2,5.1,5.2,5.5,5.1,6.7,5.1,6.5,5.8,5.2,5.5,5.7,5.8,5.6,5.5,5.2,6,6.1,5.7,6.2,5.8,6.2,6,5.2,5.5,5.1,5.7,5.3,5,5.3,6.1,6.6,5,5.8,7.4,6,5.4,5,5.1,5.3,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,6.6,6.1,5.7,5.6,5.9,6.4,5.1,6.1,6,5.5,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,6.4,6.2,NA,NA
103904213,Clc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,NA,NA,NA,5.1,5.3,5.6,5.2,NA,5.3,NA,5.3,NA,6.1,6.2,NA,5.1,5.2,5.7,NA,NA,5.8,5.4,5.8,5.2,NA,NA,NA,NA,6.1,6.7,NA,5.5,5.4,NA,5,5.7,5.3,6.8,5.3,NA,NA,5,5.8,5.1,5.3,NA,NA,5.8,NA,5,5.1,5.2,5.8,5,NA,5.7,6.5,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,NA,5.7,NA,NA,5.9,5.7,NA,NA,5.1,5.3,NA,NA,5.2,NA,5.8,5.7,NA,5.2,NA,5.4,5.7,5.8,5,NA,5.1,5.8,5.2,5.1,5.2,5.5,5.1,5,5.1,5.8,5.7,5.2,5.4,5.3,6,5.1,5.1,5.3,5.7,5.2,5.7,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5,5.1,5,5.3,6,6,5,5.8,5.6,5.5,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,6.2,NA,5.7,5.2,5.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
103904214,OC1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23,NA,NA,NA,5.4,NA,5.6,NA,5.9,6.4,NA,5.8,6.4,5.6,6.1,NA,5.9,5.8,6,NA,6.4,7.2,6,6.1,6.2,NA,NA,NA,NA,NA,NA,NA,5.5,5.4,NA,5,6.2,5.9,NA,5.4,NA,NA,5.1,5.9,5.9,NA,NA,NA,NA,NA,5.8,5.1,6.4,6.8,NA,NA,NA,NA,5.8,NA,5.8,5.1,6.6,NA,5.1,5.1,5,5.7,5.1,5.8,5.8,6.2,NA,5.8,NA,5.7,NA,NA,6.3,5.4,NA,NA,6.9,NA,NA,NA,NA,7.6,6.2,5.1,NA,NA,5.3,7.9,6.6,5.4,NA,NA,NA,NA,NA,6.4,5.3,NA,NA,NA,5.8,NA,NA,6.2,5.9,5.7,NA,6.4,5.4,NA,NA,NA,6.5,5.2,NA,NA,NA,5.9,5,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,5.1,5.4,5.2,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,5.8,6,6.9,5.1,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.2,NA,NA
103904215,Brc1cnc2[nH]cc(c3ccccc3)c2c1,5.8,NA,NA,5.1,6.4,5.6,5.2,5.9,6.8,NA,5.3,6.6,7.6,6.1,NA,5.1,5.2,5.8,NA,6.2,6.3,6,5.6,5.5,NA,NA,NA,NA,7.7,8.1,NA,5.7,5.4,NA,5,5.6,5.5,7.3,5.3,NA,NA,5,5.8,5.1,6.3,NA,5.8,5.8,5.9,5,5.1,6.8,6.5,5.8,5.8,5.7,7.1,5.5,4,6.7,5.1,5.8,5.1,5.1,5.1,5,6.2,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.2,5.8,NA,NA,6.4,NA,5.8,6.2,NA,6.6,5.8,5.3,6.5,6.5,5,5.9,6.6,5.8,5.2,5.1,5.2,6,6.5,6.4,5.1,7.4,6.3,6.2,5.4,6.6,6,5.1,5.3,6.3,5.7,5.2,5.7,6.4,5.8,5.8,6.4,6.1,5.2,6.4,5,5.1,5,5.3,5.7,7.3,5.8,6.9,6.8,6.4,5.1,5,5.1,5.5,NA,5.2,5.1,5,5.1,6.2,5.8,5.7,5.7,5.8,5.8,5.7,NA,6.2,5.7,5.8,6.1,5.1,5.8,6.1,NA,NA,NA,NA,NA,NA,NA,5.8,NA,5.9,5.9,NA,NA,6.6,6.2,NA,NA
103904216,O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,5.2,6.3,6.6,6,6.1,6.7,5.6,6.5,7.3,6.5,5.7,5.8,6,6.1,5.4,7.5,7.2,5.7,5.5,6.8,6.7,5.9,5.5,NA,7.5,5.6,7.5,NA,8.1,7.9,NA,5.6,5.5,NA,5.4,5.6,5.3,6.4,7,5.8,NA,6,6.7,6.9,6.8,7,6.4,5.2,5.6,7.5,7.1,6.5,NA,5.6,5.5,5.6,7.7,5.7,NA,5.8,5.3,5.6,5.9,5.3,5.1,5.2,5.4,5.4,6.2,6,5.7,5.6,6.6,NA,5.9,5.5,7.1,7.9,6,5.6,5.5,6.4,6.4,6.7,6.1,6.4,7.3,6.1,5.8,5.8,6.1,7.7,9,6.6,6.4,5.5,5.3,5.3,7.1,5.9,6.5,5.3,8.4,6.2,6.1,7.3,5.3,7.9,6.9,6.6,6.5,NA,6.6,5.7,6.2,6,6,6,7,7.3,6,5.9,5.9,6.2,6.4,6,7,5.4,6.3,6.9,5.6,6.7,5,5.8,5.5,5.4,5.8,5.9,5,5.1,5.1,5.8,5.8,5.9,5.8,5.8,NA,NA,5.9,7.2,6,NA,6.2,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,5.6,5.5,5.8,6.2,5.4,5.4
103904217,NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,7.6,7.6,7.8,NA,7.8,NA,6.7,7.9,7.4,NA,NA,NA,8.9,NA,NA,5.7,5.5,NA,NA,5.9,7.4,NA,NA,NA,NA,NA,NA,NA,6.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,6.9,NA,8,7.5,NA,8.3,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,8.9,NA,NA,7.5,NA,NA,6.6,NA,NA,9,6.8,NA,NA,NA,NA,7.2,NA,NA,NA,7.7,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA
103904218,CC(C)(CN)CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,6.8,7.6,7,NA,7.5,NA,5.8,7.8,7.2,NA,NA,NA,7.9,NA,NA,5.6,5.4,NA,NA,5.5,6.3,NA,NA,NA,NA,NA,NA,NA,6.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,6.4,NA,7.7,7,NA,7.7,NA,NA,7.6,6.1,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,8.2,NA,NA,6.5,NA,NA,6.3,NA,NA,8.2,6.3,NA,NA,NA,NA,6.8,NA,NA,NA,7.2,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA
